,formatted_address,name,rating,user_ratings_total,geometry.location.lat,geometry.location.lng,Street,commune,country,store_name,communes
472,"Dorfstrasse 17, 8126 Zumikon, Switzerland",Denner Discount,4.4,84.0,47.3365777,8.6189532,Dorfstrasse 17, 8126 Zumikon, Switzerland,denner,dorf
473,"Forchstrasse 180, 8125 Zollikerberg, Switzerland",Coop Supermarkt Zollikerberg,4.0,124.0,47.3462365,8.6018937,Forchstrasse 180, 8125 Zollikerberg, Switzerland,coop,
474,"Forchstrasse 134, 8125 Zollikerberg, Switzerland",Coop Supermarkt Zollikerberg Neumünster,4.0,154.0,47.3470677,8.5967785,Forchstrasse 134, 8125 Zollikerberg, Switzerland,coop,
475,"Zürichstrasse 110, 8123 Maur, Switzerland",Coop Supermarkt Ebmatingen Getränkemarkt,4.3,116.0,47.3512491,8.642351099999999,Zürichstrasse 110, 8123 Maur, Switzerland,coop,maur
476,"Zürichstrasse 108, 8123 Maur, Switzerland",Migros Supermarkt,4.2,220.0,47.35086709999999,8.643207799999999,Zürichstrasse 108, 8123 Maur, Switzerland,migro,maur
477,"Dorfpl. 14, 8126 Zumikon, Switzerland",Coop Supermarkt Zumikon,4.1,35.0,47.3325427,8.6234024,Dorfpl. 14, 8126 Zumikon, Switzerland,coop,dorf
478,"Rotfluhstrasse 100, 8702 Zollikon, Switzerland",Migros Supermarkt,4.2,202.0,47.33784199999999,8.5763462,Rotfluhstrasse 100, 8702 Zollikon, Switzerland,migro,zollikon
479,"Witikonerstr. 409, 8053 Zürich, Switzerland",Coop Supermarkt Zürich Witikonerstrasse,4.0,223.0,47.3602256,8.5946711,Witikonerstr. 409, 8053 Zürich, Switzerland,coop,zürich
480,"Loorenstrasse 35, 8053 Zürich, Switzerland",VOI Migros-Partner Zürich - Witikon,4.3,131.0,47.359868,8.5938029,Loorenstrasse 35, 8053 Zürich, Switzerland,migro,zürich
481,"Witikonerstr. 279, 8053 Zürich, Switzerland",ALDI SUISSE,4.2,162.0,47.35863060000001,8.5854632,Witikonerstr. 279, 8053 Zürich, Switzerland,aldi,zürich
482,"Witikonerstrasse 299, Einkaufszentrum Witikon, 8053 Zürich, Switzerland",Denner Discount,4.3,113.0,47.3584602,8.5862953,Witikonerstrasse 299, Einkaufszentrum Witikon, 8053 Zürich,denner,zürich
483,"Witikonerstr. 293, 8053 Zürich, Switzerland",Migros Supermarkt,4.3,273.0,47.35909299999999,8.5856,Witikonerstr. 293, 8053 Zürich, Switzerland,migro,zürich
484,"Forchstrasse 140, 8032 Zürich, Switzerland",SPAR Supermarkt Zürich Forchstrasse,4.0,42.0,47.3604377,8.5634933,Forchstrasse 140, 8032 Zürich, Switzerland,spar,zürich
485,"Forchstrasse 4, 8008 Zürich, Switzerland",Coop Supermarkt Zürich Kreuzplatz,4.0,218.0,47.3644499,8.5548427,Forchstrasse 4, 8008 Zürich, Switzerland,coop,zürich
486,"Grundstrasse 1, 8320 Fehraltorf, Switzerland",Coop Supermarkt Fehraltorf,4.1,183.0,47.3867312,8.754991,Grundstrasse 1, 8320 Fehraltorf, Switzerland,coop,fehraltorf
487,"Grundstrasse 4, 8320 Fehraltorf, Switzerland",Migros Supermarkt,4.3,262.0,47.3866538,8.7555063,Grundstrasse 4, 8320 Fehraltorf, Switzerland,migro,fehraltorf
488,"Bahnhofstrasse 29, 8320 Fehraltorf, Switzerland",Denner Discount,4.2,128.0,47.3857004,8.7514132,Bahnhofstrasse 29, 8320 Fehraltorf, Switzerland,denner,fehraltorf
489,"Speckstrasse 1, 8330 Pfäffikon, Switzerland",ALDI SUISSE,4.1,404.0,47.36967569999999,8.7719291,Speckstrasse 1, 8330 Pfäffikon, Switzerland,aldi,pfäffikon
490,"Kirchgasse 1, 8332 Russikon, Switzerland",Spar Mini,4.3,47.0,47.3944233,8.7764129,Kirchgasse 1, 8332 Russikon, Switzerland,spar,russikon
491,"Länggstrasse 5, 8308 Illnau-Effretikon, Switzerland",Volg,4.3,100.0,47.407343,8.7245224,Länggstrasse 5, 8308 Illnau-Effretikon, Switzerland,volg,illnau-effretikon
492,"Dorfstrasse 6, 8605 Gutenswil, Switzerland","Volg Gutenswil, post office",4.5,59.0,47.38428,8.716514,Dorfstrasse 6, 8605 Gutenswil, Switzerland,volg,dorf
493,"Bahnhofstr. 11, 8330 Pfäffikon, Switzerland",migrolino Pfäffikon ZH,4.1,79.0,47.3670718,8.7847315,Bahnhofstr. 11, 8330 Pfäffikon, Switzerland,migro,pfäffikon
494,"Winterthurerstrasse 22, 8610 Uster, Switzerland",Coop Supermarkt Uster Winterthurerstrasse,4.2,284.0,47.35503869999999,8.712860899999999,Winterthurerstrasse 22, 8610 Uster, Switzerland,coop,uster
495,"Kempttalstrasse 43, 8308 Illnau, Switzerland",migrolino Illnau Effretikon,4.2,35.0,47.4069611,8.7267783,Kempttalstrasse 43, 8308 Illnau, Switzerland,migro,
496,"Müllerenstrasse 5, 8604 Volketswil, Switzerland",Lidl Schweiz,4.2,537.0,47.3790805,8.6771677,Müllerenstrasse 5, 8604 Volketswil, Switzerland,lidl,volketswil
497,"Feldhofstrasse 2, 8610 Uster, Switzerland",migrolino Uster im Brunnen,4.1,62.0,47.35203,8.7227239,Feldhofstrasse 2, 8610 Uster, Switzerland,migro,uster
498,"Turmstrasse 8, 8330 Pfäffikon, Switzerland",Coop Supermarkt Pfäffikon ZH,4.2,319.0,47.36907220000001,8.7818946,Turmstrasse 8, 8330 Pfäffikon, Switzerland,coop,pfäffikon
499,"Turmstrasse 9, 8330 Pfäffikon, Switzerland",Migros Supermarkt,4.2,413.0,47.3682622,8.781325800000001,Turmstrasse 9, 8330 Pfäffikon, Switzerland,migro,pfäffikon
500,"Turmstrasse 17, 8330 Pfäffikon, Switzerland",Denner Discount,4.4,33.0,47.3680525,8.780422399999999,Turmstrasse 17, 8330 Pfäffikon, Switzerland,denner,pfäffikon
501,"Seestrasse 27, 8330 Pfäffikon, Switzerland",Denner Discount,4.2,82.0,47.36609869999999,8.782696999999999,Seestrasse 27, 8330 Pfäffikon, Switzerland,denner,pfäffikon
502,"Bahnweg 2, 8808 Pfäffikon, Switzerland",Coop Supermarkt Pfäffikon Bahnhof,3.8,49.0,47.2028994,8.7788159,Bahnweg 2, 8808 Pfäffikon, Switzerland,coop,pfäffikon
503,"Etzelstrasse 14, 8808 Pfäffikon, Switzerland",Coop Supermarkt Pfäffikon SZ Etzelstrasse,4.1,284.0,47.20056,8.7783416,Etzelstrasse 14, 8808 Pfäffikon, Switzerland,coop,pfäffikon
504,"Dorfstrasse 8a, 8483 Zell, Switzerland",Coop Supermarkt Kollbrunn,4.1,315.0,47.4565058,8.7736091,Dorfstrasse 8a, 8483 Zell, Switzerland,coop,dorf
505,"Tösstalstrasse 24, 8483 Kollbrunn, Switzerland",Migros Supermarkt,4.4,145.0,47.4580126,8.7699946,Tösstalstrasse 24, 8483 Kollbrunn, Switzerland,migro,
506,"Spiegelacker 1, 8486 Rikon im Tösstal, Switzerland",Rikemer Volg,4.6,53.0,47.4439386,8.7991336,Spiegelacker 1, 8486 Rikon im Tösstal, Switzerland,volg,
507,"Brunnacherstrasse 1, 8307 Ottikon bei Kemptthal, Switzerland",Volg,4.5,20.0,47.435154,8.716922799999999,Brunnacherstrasse 1, 8307 Ottikon bei Kemptthal, Switzerland,volg,thal
508,"Bahnhofstrasse 20, 8307 Illnau-Effretikon, Switzerland",migrolino Effretikon,3.9,132.0,47.4258569,8.686589399999999,Bahnhofstrasse 20, 8307 Illnau-Effretikon, Switzerland,migro,illnau-effretikon
509,"Rikonerstrasse 20, 8307 Illnau-Effretikon, Switzerland",migrolino Effretikon,4.2,179.0,47.4293536,8.687476499999999,Rikonerstrasse 20, 8307 Illnau-Effretikon, Switzerland,migro,illnau-effretikon
510,"Illnauerstrasse 16, 8307 Illnau-Effretikon, Switzerland",Coop Supermarkt Effretikon Watt,4.1,277.0,47.426901,8.6920444,Illnauerstrasse 16, 8307 Illnau-Effretikon, Switzerland,coop,illnau-effretikon
511,"Tösstalstrasse 236, 8405 Winterthur, Switzerland",Coop Supermarkt Winterthur Seen,4.1,209.0,47.4845901,8.7587302,Tösstalstrasse 236, 8405 Winterthur, Switzerland,coop,winterthur
512,"Dorfstrasse 15, 8310 Lindau, Switzerland",Volg,3.8,38.0,47.44524,8.7018051,Dorfstrasse 15, 8310 Lindau, Switzerland,volg,dorf
513,"Tösstalstrasse 29, 8492 Wila, Switzerland",VOLG Wila,4.4,97.0,47.4200501,8.8460553,Tösstalstrasse 29, 8492 Wila, Switzerland,volg,wila
514,"Deltastrasse 2, 8404 Winterthur, Switzerland",Volg,4.3,31.0,47.5112204,8.7649344,Deltastrasse 2, 8404 Winterthur, Switzerland,volg,winterthur
515,"Hofwiesweg 2, 8488 Turbenthal, Switzerland",Coop Supermarkt Turbenthal,4.1,149.0,47.4400574,8.8443104,Hofwiesweg 2, 8488 Turbenthal, Switzerland,coop,turbenthal
516,"Adlerstrasse 1, 8600 Dübendorf, Switzerland",Coop Supermarkt Dübendorf Center,4.3,574.0,47.3976735,8.6166163,Adlerstrasse 1, 8600 Dübendorf, Switzerland,coop,dorf
517,"Bettlistrasse 3, 8600 Dübendorf, Switzerland",migrolino Dübendorf,4.2,114.0,47.3999755,8.623599,Bettlistrasse 3, 8600 Dübendorf, Switzerland,migro,dorf
518,"Usterstrasse 44, 8600 Dübendorf, Switzerland",migrolino Dübendorf Zur Schmiede,3.7,23.0,47.39635579999999,8.6233509,Usterstrasse 44, 8600 Dübendorf, Switzerland,migro,dorf
519,"Ueberlandstrasse 97, 8600 Dübendorf, Switzerland",migrolino Dübendorf Im Giessen,4.3,117.0,47.4031703,8.607374799999999,Ueberlandstrasse 97, 8600 Dübendorf, Switzerland,migro,dorf
520,"Ringstrasse 17, 8600 Dübendorf, Switzerland",migrolino Dübendorf (Bühlwiesen),3.9,58.0,47.3984677,8.6053847,Ringstrasse 17, 8600 Dübendorf, Switzerland,migro,dorf
521,"Unterdorfstrasse 7, 8600 Dübendorf, Switzerland",Migros Supermarkt,4.3,591.0,47.3978533,8.6179977,Unterdorfstrasse 7, 8600 Dübendorf, Switzerland,migro,dorf
522,"u. Geerenstrasse 1, 8600 Dübendorf, Switzerland",SPAR Supermarkt Dübendorf,4.0,202.0,47.3896661,8.617321000000002,u. Geerenstrasse 1, 8600 Dübendorf, Switzerland,spar,dorf
523,"Im Schörli 20, 8600 Dübendorf, Switzerland",Lidl,4.1,513.0,47.395218,8.6382266,Im Schörli 20, 8600 Dübendorf, Switzerland,lidl,dorf
524,"Im Schossacher 24, 8600 Dübendorf, Switzerland",ALDI SUISSE,4.1,489.0,47.3928061,8.642375,Im Schossacher 24, 8600 Dübendorf, Switzerland,aldi,dorf
525,"Zürichstrasse 89, 8600 Dübendorf, Switzerland",migrolino Dübendorf Sonnental,4.0,51.0,47.3955195,8.6060485,Zürichstrasse 89, 8600 Dübendorf, Switzerland,migro,dorf
526,"Am Stadtrand 5, 8600 Dübendorf, Switzerland",Migros Supermarkt,4.4,142.0,47.3968168,8.5974887,Am Stadtrand 5, 8600 Dübendorf, Switzerland,migro,dorf
527,"Strehlgasse 11, 8600 Dübendorf, Switzerland",Denner Express,4.2,126.0,47.3980962,8.6213053,Strehlgasse 11, 8600 Dübendorf, Switzerland,denner,dorf
528,"Wallisellenstrasse 17, 8600 Dübendorf, Switzerland",Denner Discount,4.4,102.0,47.39856349999999,8.618088799999999,Wallisellenstrasse 17, 8600 Dübendorf, Switzerland,denner,dorf
529,"Neuweg 4, 8600 Dübendorf, Switzerland",Denner Discount,4.3,148.0,47.3964655,8.6129383,Neuweg 4, 8600 Dübendorf, Switzerland,denner,dorf
530,"Wigartenstrasse 8, 8117 Fällanden, Switzerland",Coop Supermarkt Fällanden,4.0,164.0,47.3709741,8.641891,Wigartenstrasse 8, 8117 Fällanden, Switzerland,coop,fällanden
531,"Unterdorfstrasse 2, 8117 Fällanden, Switzerland",Migros Supermarkt,4.2,354.0,47.3736123,8.6410749,Unterdorfstrasse 2, 8117 Fällanden, Switzerland,migro,dorf
532,"Fröschbach 59, 8117 Fällanden, Switzerland",Denner Express,4.2,119.0,47.3692514,8.6441208,Fröschbach 59, 8117 Fällanden, Switzerland,denner,fällanden
533,"Gerlisbrunnenstrasse 1a, 8121 Benglen, Switzerland",Volg,3.8,75.0,47.3609161,8.633216899999999,Gerlisbrunnenstrasse 1a, 8121 Benglen, Switzerland,volg,
534,"Bahnhofstrasse 1, 8603 Schwerzenbach, Switzerland",SPAR Supermarkt Schwerzenbach,4.0,108.0,47.3818687,8.6526122,Bahnhofstrasse 1, 8603 Schwerzenbach, Switzerland,spar,schwerzenbach
535,"Industriestrasse 1, 8604 Volketswil, Switzerland",Coop Supermarkt Volketswil Volkiland,4.3,1118.0,47.3827751,8.667195699999999,Industriestrasse 1, 8604 Volketswil, Switzerland,coop,volketswil
536,"Bahnstrasse 7a, 8603 Schwerzenbach, Switzerland",migrolino Schwerzenbach,4.1,141.0,47.38463429999999,8.6584868,Bahnstrasse 7a, 8603 Schwerzenbach, Switzerland,migro,schwerzenbach
537,"Industriestrasse 20A, 8604 Volketswil, Switzerland",migrolino Volketswil,4.0,65.0,47.3807603,8.673930799999999,Industriestrasse 20A, 8604 Volketswil, Switzerland,migro,volketswil
538,"Burstwiesenstrasse 1, 8606 Greifensee, Switzerland",Denner Express,4.5,37.0,47.3677688,8.680050399999999,Burstwiesenstrasse 1, 8606 Greifensee, Switzerland,denner,greifensee
539,"Einkaufszentrum Volkiland, Industriestrasse 1, 8604 Volketswil, Switzerland",Denner,4.2,63.0,47.3830101,8.666756099999999,Einkaufszentrum Volkiland, Industriestrasse 1, 8604 Volketswil,denner,volketswil
540,"Meierwis, 8606 Greifensee, Switzerland",Migros Supermarkt,4.2,235.0,47.367762,8.6800594,Meierwis, 8606 Greifensee, Switzerland,migro,greifensee
541,"Bahnstrasse 14, 8603 Schwerzenbach, Switzerland",VOI Migros-Partner Schwerzenbach,4.4,126.0,47.38499170000001,8.658745999999999,Bahnstrasse 14, 8603 Schwerzenbach, Switzerland,migro,schwerzenbach
542,"Stationsstrasse 15, 8606 Nänikon, Switzerland",Volg,4.5,70.0,47.3705063,8.6920281,Stationsstrasse 15, 8606 Nänikon, Switzerland,volg,
543,"Winterthurerstrasse 18, 8610 Uster, Switzerland",Migros Supermarkt,4.2,480.0,47.3544989,8.7132171,Winterthurerstrasse 18, 8610 Uster, Switzerland,migro,uster
544,"Zürichstrasse 20, 8610 Uster, Switzerland",Migros,4.2,863.0,47.34983340000001,8.71517,Zürichstrasse 20, 8610 Uster, Switzerland,migro,uster
545,"Usterstrasse 51, 8604 Volketswil, Switzerland",ALDI,4.2,714.0,47.3810245,8.6841022,Usterstrasse 51, 8604 Volketswil, Switzerland,aldi,uster
546,"Sonnenbergstrasse 10, 8610 Uster, Switzerland",Coop Supermarkt Uster Niederuster,4.2,147.0,47.34586119999999,8.7020422,Sonnenbergstrasse 10, 8610 Uster, Switzerland,coop,uster
547,"Rellikonstrasse 11, 8124 Maur, Switzerland",Volg,4.3,83.0,47.33930789999999,8.671456599999999,Rellikonstrasse 11, 8124 Maur, Switzerland,volg,maur
548,"Forchautostrasse A52, 8127 Maur, Switzerland",migrolino Forch Heuberg,4.3,99.0,47.317632,8.666986999999999,Forchautostrasse A52, 8127 Maur, Switzerland,migro,maur
549,"Tägernstrasse 1, 8127 Forch, Switzerland",Volg,4.5,78.0,47.3224983,8.6599846,Tägernstrasse 1, 8127 Forch, Switzerland,volg,
550,"Isenrietstrasse 20, 8617 Mönchaltorf, Switzerland",ALDI,4.2,569.0,47.30333539999999,8.7190912,Isenrietstrasse 20, 8617 Mönchaltorf, Switzerland,aldi,mönchaltorf
551,"Esslingerstrasse 11, 8617 Mönchaltorf, Switzerland",Denner Discount,4.0,92.0,47.3079046,8.7215701,Esslingerstrasse 11, 8617 Mönchaltorf, Switzerland,denner,mönchaltorf
552,"Mönchaltorferstrasse 6, 8132 Egg, Switzerland",Denner,4.3,123.0,47.30253949999999,8.690776999999999,Mönchaltorferstrasse 6, 8132 Egg, Switzerland,denner,egg
553,"Forchstrasse 4, 8133 Esslingen ZH, Switzerland",SPAR Supermarkt Esslingen,4.2,207.0,47.287565,8.710875999999999,Forchstrasse 4, 8133 Esslingen ZH, Switzerland,spar,
554,"Gewerbestrasse 13, 8132 Egg, Switzerland",Coop Supermarkt Egg,4.2,212.0,47.3040831,8.691676800000002,Gewerbestrasse 13, 8132 Egg, Switzerland,coop,egg
555,"Bahnstrasse 18, 8603 Schwerzenbach, Switzerland",Denner Partner,4.4,120.0,47.3854953,8.658781,Bahnstrasse 18, 8603 Schwerzenbach, Switzerland,denner,schwerzenbach
556,"Im Zentrum 18, 8604 Volketswil, Switzerland",Migros Supermarkt,4.2,371.0,47.3880436,8.680959399999999,Im Zentrum 18, 8604 Volketswil, Switzerland,migro,volketswil
557,"Einkaufszentrum Zentrum, Im Zentrum 18, 8604 Volketswil, Switzerland",Denner Discount,4.1,36.0,47.3887144,8.6800525,Einkaufszentrum Zentrum, Im Zentrum 18, 8604 Volketswil,denner,volketswil
558,"Bankstrasse 10, 8610 Uster, Switzerland",Coop Supermarkt Uster Bahnhof,4.0,831.0,47.3515301,8.7160963,Bankstrasse 10, 8610 Uster, Switzerland,coop,uster
559,"Industriepark 10, 8610 Uster, Switzerland",ALDI,4.2,391.0,47.3580135,8.7079214,Industriepark 10, 8610 Uster, Switzerland,aldi,uster
560,"Zürichstrasse 1, 8610 Uster, Switzerland",ALDI,4.5,71.0,47.348064,8.716876,Zürichstrasse 1, 8610 Uster, Switzerland,aldi,uster
561,"Aathalstrasse 40, 8610 Uster, Switzerland",Coop Supermarkt Uster Oberuster,3.9,147.0,47.3451166,8.7308351,Aathalstrasse 40, 8610 Uster, Switzerland,coop,uster
562,"Zürichstrasse 20, 8610 Uster, Switzerland",Denner Discount,4.3,89.0,47.3503459,8.7154698,Zürichstrasse 20, 8610 Uster, Switzerland,denner,uster
563,"Oberlandstrasse 100, 8610 Uster, Switzerland",Denner Discount,4.1,48.0,47.35191440000001,8.719021399999999,Oberlandstrasse 100, 8610 Uster, Switzerland,denner,uster
564,"*Uster*, Krämerackerstrasse 22, 8610 Uster, Switzerland",Volg,4.0,97.0,47.3497047,8.7084274,*Uster*, Krämerackerstrasse 22, 8610 Uster,volg,uster
565,"Uster Niederuster, Seestrasse 115, 8610 Uster, Switzerland",Volg Uster,4.3,87.0,47.3442574,8.7018728,Uster Niederuster, Seestrasse 115, 8610 Uster,volg,uster
566,"Loren-Allee 22, 8610 Uster, Switzerland",Denner Discount,4.4,83.0,47.3590784,8.708992199999999,Loren-Allee 22, 8610 Uster, Switzerland,denner,uster
567,"Lindenstrasse 1, 8604 Volketswil, Switzerland",Coop Pronto Shop mit Tankstelle Volketswil Lindenstrasse,4.2,207.0,47.388758,8.679061299999999,Lindenstrasse 1, 8604 Volketswil, Switzerland,coop,volketswil
568,"Brunnenstrasse 12, 8604 Volketswil, Switzerland",Coop Pronto Shop mit Tankstelle Volketswil Brunnenstrasse,4.2,106.0,47.3807994,8.682970899999999,Brunnenstrasse 12, 8604 Volketswil, Switzerland,coop,volketswil
569,"Chlirietstrasse 1, 8604 Volketswil, Switzerland",Coop Pronto Shop mit Tankstelle Volkiland,4.0,97.0,47.3823473,8.6713697,Chlirietstrasse 1, 8604 Volketswil, Switzerland,coop,volketswil
570,"Industriestrasse 1, 8604 Volketswil, Switzerland",Coop City Volketswil,4.3,153.0,47.38251289999999,8.6675693,Industriestrasse 1, 8604 Volketswil, Switzerland,coop,volketswil
571,"Zürichstrasse 28, 8306 Wangen-Brüttisellen, Switzerland",Denner Partner,4.2,153.0,47.4237407,8.630117,Zürichstrasse 28, 8306 Wangen-Brüttisellen, Switzerland,denner,wangen-brüttisellen
572,"Hegnaustrasse 4, 8602 Dübendorf, Switzerland",Volg,4.2,106.0,47.4105383,8.6454842,Hegnaustrasse 4, 8602 Dübendorf, Switzerland,volg,dorf
573,"Zürichstrasse 70, 8306 Wangen-Brüttisellen, Switzerland",Coop Pronto Shop mit Tankstelle Brüttisellen,4.1,282.0,47.4193297,8.624613799999999,Zürichstrasse 70, 8306 Wangen-Brüttisellen, Switzerland,coop,wangen-brüttisellen
574,"Attikerstrasse 1, 8542 Wiesendangen, Switzerland",Coop Supermarkt Wiesendangen,4.2,159.0,47.52293530000001,8.7875,Attikerstrasse 1, 8542 Wiesendangen, Switzerland,coop,wiesendangen
575,"Welsikerstrasse 1, 8474 Dinhard, Switzerland",Volg,4.3,40.0,47.5550079,8.7693586,Welsikerstrasse 1, 8474 Dinhard, Switzerland,volg,dinhard
576,"Dorfstrasse 50, 8542 Wiesendangen, Switzerland",Volg Wiesendangen,4.4,71.0,47.5210685,8.790189699999999,Dorfstrasse 50, 8542 Wiesendangen, Switzerland,volg,dorf
577,"mit Postagentur, Hauptstrasse 15, 8536 Hüttwilen, Switzerland",Volg Hüttwilen,4.4,66.0,47.6073092,8.870129400000001,mit Postagentur, Hauptstrasse 15, 8536 Hüttwilen,volg,hüttwilen
578,"Brüelgasse 8, 8311 Brütten, Switzerland",Volg,4.1,60.0,47.472538,8.6749668,Brüelgasse 8, 8311 Brütten, Switzerland,volg,brütten
579,"In der Au 2, 8406 Winterthur, Switzerland",migrolino Winterthur In der Au,4.3,185.0,47.4847654,8.7048621,In der Au 2, 8406 Winterthur, Switzerland,migro,winterthur
580,"Bahnhofpl. 15/17, 8400 Winterthur, Switzerland",migrolino,4.1,274.0,47.50119979999999,8.7247328,Bahnhofpl. 15/17, 8400 Winterthur, Switzerland,migro,winterthur
581,"Breitestrasse 117, 8400 Winterthur, Switzerland",SPAR,4.4,84.0,47.4906368,8.7211275,Breitestrasse 117, 8400 Winterthur, Switzerland,spar,winterthur
582,"Marktgasse 7, 8400 Winterthur, Switzerland",migrolino fresh Winterthur Marktgasse,4.2,31.0,47.4997526,8.7301816,Marktgasse 7, 8400 Winterthur, Switzerland,migro,winterthur
583,"Zürcherstrasse 48, 8406 Winterthur, Switzerland",migrolino Winterthur Zürcherstrasse,4.5,142.0,47.4956353,8.7126436,Zürcherstrasse 48, 8406 Winterthur, Switzerland,migro,winterthur
584,"Zürcherstrasse 51, 8406 Winterthur, Switzerland",Coop Supermarkt Winterthur Lokwerk,4.2,312.0,47.494827,8.7127721,Zürcherstrasse 51, 8406 Winterthur, Switzerland,coop,winterthur
585,"Bankstrasse 8, 8400 Winterthur, Switzerland",Coop Supermarkt Winterthur Stadtgarten,4.3,253.0,47.5005535,8.7259011,Bankstrasse 8, 8400 Winterthur, Switzerland,coop,winterthur
586,"Tösstalstrasse 139, 8400 Winterthur, Switzerland",SPAR Supermarkt Winterthur-Tösstalstrasse,3.9,182.0,47.49066,8.748249,Tösstalstrasse 139, 8400 Winterthur, Switzerland,spar,winterthur
587,"Bahnhofpl. 5, 8400 Winterthur, Switzerland",Coop Supermarkt Winterthur Stadttor,4.1,886.0,47.4996644,8.723561,Bahnhofpl. 5, 8400 Winterthur, Switzerland,coop,winterthur
588,"Zürcherstrasse 102, 8406 Winterthur, Switzerland",Migros Supermarkt,4.3,270.0,47.4917592,8.7064994,Zürcherstrasse 102, 8406 Winterthur, Switzerland,migro,winterthur
589,"Strickerstrasse 3, 8400 Winterthur, Switzerland",Migros,4.5,980.0,47.499456,8.7207168,Strickerstrasse 3, 8400 Winterthur, Switzerland,migro,winterthur
590,"Nationalstrasse A1, Raststätte Forrenberg, 8472 Seuzach, Switzerland",SPAR express Seuzach,3.7,47.0,47.5265133,8.7338233,Nationalstrasse A1, Raststätte Forrenberg, 8472 Seuzach,spar,seuzach
591,"Frauenfelderstrasse 44, 8404 Winterthur, Switzerland",SPAR express Winterthur,4.1,80.0,47.506246,8.7569599,Frauenfelderstrasse 44, 8404 Winterthur, Switzerland,spar,winterthur
592,"Frauenfelderstrasse 95, 9548 Matzingen, Switzerland",Migros Supermarkt,4.3,109.0,47.5266094,8.922372,Frauenfelderstrasse 95, 9548 Matzingen, Switzerland,migro,frauenfeld
593,"Schaffhauserstrasse 17, 8500 Frauenfeld, Switzerland",Coop Supermarkt Frauenfeld Fallengatter,4.2,205.0,47.5612781,8.8872146,Schaffhauserstrasse 17, 8500 Frauenfeld, Switzerland,coop,frauenfeld
594,"Zürcherstrasse 138, 8500 Frauenfeld, Switzerland",Coop Supermarkt Frauenfeld Schlosspark,4.3,671.0,47.5542174,8.8962605,Zürcherstrasse 138, 8500 Frauenfeld, Switzerland,coop,frauenfeld
595,"Schaffhauserstrasse 6, 8500 Frauenfeld, Switzerland",migrolino Frauenfeld,0.0,0.0,47.561228,8.889353,Schaffhauserstrasse 6, 8500 Frauenfeld, Switzerland,migro,frauenfeld
596,"Zürcherstrasse 291, 8500 Frauenfeld, Switzerland",migrolino Frauenfeld,4.2,39.0,47.56333739999999,8.9076724,Zürcherstrasse 291, 8500 Frauenfeld, Switzerland,migro,frauenfeld
597,"Bahnhofstrasse 76a, 8500 Frauenfeld, Switzerland",migrolino Frauenfeld,4.4,31.0,47.5577841,8.8968907,Bahnhofstrasse 76a, 8500 Frauenfeld, Switzerland,migro,frauenfeld
598,"Thundorferstrasse 1, 9548 Matzingen, Switzerland",Coop Supermarkt Matzingen,4.3,124.0,47.520119,8.9349676,Thundorferstrasse 1, 9548 Matzingen, Switzerland,coop,dorf
599,"St. Gallerstrasse 16, 8353 Elgg, Switzerland",Migros Supermarkt,4.3,153.0,47.4983306,8.8616239,St. Gallerstrasse 16, 8353 Elgg, Switzerland,migro,elgg
600,"Stationsstrasse 2A, 8352 Elsau, Switzerland",Coop Supermarkt Räterschen,4.2,91.0,47.498692,8.7975997,Stationsstrasse 2A, 8352 Elsau, Switzerland,coop,elsau
601,"Hintermühlenstrasse 4, 8409 Winterthur, Switzerland",Migros Supermarkt,4.3,248.0,47.504246,8.772155999999999,Hintermühlenstrasse 4, 8409 Winterthur, Switzerland,migro,winterthur
602,"Dorfstrasse 9, 8523 Hagenbuch, Switzerland",Volg,3.8,17.0,47.5216852,8.8895305,Dorfstrasse 9, 8523 Hagenbuch, Switzerland,volg,dorf
603,"Wiesentalstrasse 23, 8355 Aadorf, Switzerland",Coop Supermarkt Aadorf,4.3,320.0,47.4928318,8.8997998,Wiesentalstrasse 23, 8355 Aadorf, Switzerland,coop,dorf
604,"Bahnhofstrasse 26, 8353 Elgg, Switzerland",Coop Supermarkt Elgg,4.4,109.0,47.4938555,8.865311499999999,Bahnhofstrasse 26, 8353 Elgg, Switzerland,coop,elgg
605,"Wattstrasse 1, 9240 Uzwil, Switzerland",Coop Supermarkt Uzwil,4.4,544.0,47.4361447,9.139067,Wattstrasse 1, 9240 Uzwil, Switzerland,coop,uzwil
606,"Römertorstrasse 16, 8404 Winterthur, Switzerland",Coop Supermarkt Winterthur Oberi,4.2,331.0,47.5091597,8.7586655,Römertorstrasse 16, 8404 Winterthur, Switzerland,coop,winterthur
607,"Feldstrasse 11, 8400 Winterthur, Switzerland",Coop Supermarkt Winterthur Feldstrasse,4.3,175.0,47.5085477,8.7177975,Feldstrasse 11, 8400 Winterthur, Switzerland,coop,winterthur
608,"Schaffhauserstrasse 152, 8400 Winterthur, Switzerland",migrolino Winterthur Rosenberg,4.0,84.0,47.51849379999999,8.7194407,Schaffhauserstrasse 152, 8400 Winterthur, Switzerland,migro,winterthur
609,"Schaffhauserstrasse 154, 8400 Winterthur, Switzerland",Migros Supermarkt,4.4,771.0,47.51830349999999,8.7194715,Schaffhauserstrasse 154, 8400 Winterthur, Switzerland,migro,winterthur
